LayerID, Avg IFMAP SRAM BW, Avg FILTER SRAM BW, Avg OFMAP SRAM BW, Avg IFMAP DRAM BW, Avg FILTER DRAM BW, Avg OFMAP DRAM BW,
0, 4.927592574594227, 0.014578676256195938, 1.9710370298376907, 5.0, 5.0, 2.1435062876466238,
1, 3.913397952713108, 0.21741099737295044, 1.5653591810852432, 5.0, 4.961464354527938, 1.766377107818089,
