LayerID, Total Cycles, Stall Cycles, Overall Util %, Mapping Efficiency %, Compute Util %,
0, 10289, 0, 98.55185149188453, 100.0, 98.39883551673944,
1, 11039, 0, 78.26795905426216, 100.0, 76.59574468085091,
