LayerID, Avg IFMAP SRAM BW, Avg FILTER SRAM BW, Avg OFMAP SRAM BW, Avg IFMAP DRAM BW, Avg FILTER DRAM BW, Avg OFMAP DRAM BW,
0, 0.36377415687760517, 0.7275483137552103, 0.18188707843880259, 5.0, 4.963855421686747, 5.0,
1, 0.45458645260214664, 0.9091729052042933, 0.18183458104085867, 5.0, 4.95239455393697, 4.99009900990099,
2, 0.44967880085653106, 0.8993576017130621, 0.18201284796573874, 5.0, 4.975845410628019, 5.0,
